date,value,category
2019-05-02,269,C2
2019-05-01,66,C4
2019-04-30,662,C2
2019-04-29,948,C4
2019-04-28,358,C1
2019-04-27,118,C3
2019-04-26,50,C2
2019-04-25,346,C4
2019-04-24,771,C3
2019-04-23,990,C4
2019-04-22,503,C1
2019-04-21,516,C1
2019-04-20,125,C1
2019-04-19,605,C4
2019-04-18,161,C4
2019-04-17,720,C1
2019-04-16,897,C1
2019-04-15,443,C1
2019-04-14,421,C1
2019-04-13,124,C2
2019-04-12,906,C3
2019-04-11,284,C2
2019-04-10,429,C1
2019-04-09,341,C4
2019-04-08,723,C2
2019-04-07,488,C2
2019-04-06,668,C1
2019-04-05,464,C2
2019-04-04,488,C2
2019-04-03,931,C3
2019-04-02,406,C2
2019-04-01,779,C4
2019-03-31,713,C3
2019-03-30,327,C3
2019-03-29,784,C1
2019-03-28,633,C1
2019-03-27,804,C2
2019-03-26,840,C4
2019-03-25,908,C3
2019-03-24,972,C2
2019-03-23,824,C1
2019-03-22,646,C1
2019-03-21,11,C4
2019-03-20,20,C1
2019-03-19,610,C2
2019-03-18,509,C4
2019-03-17,900,C1
2019-03-16,229,C1
2019-03-15,548,C4
2019-03-14,372,C3
2019-03-13,891,C3
2019-03-12,683,C4
2019-03-11,804,C2
2019-03-10,941,C4
2019-03-09,185,C3
2019-03-08,723,C1
2019-03-07,811,C4
2019-03-06,958,C4
2019-03-05,328,C4
2019-03-04,834,C2
2019-03-03,134,C1
2019-03-02,265,C4
2019-03-01,489,C3
2019-02-28,314,C2
2019-02-27,281,C2
2019-02-26,372,C4
2019-02-25,752,C2
2019-02-24,881,C1
2019-02-23,590,C3
2019-02-22,279,C2
2019-02-21,974,C1
2019-02-20,744,C3
2019-02-19,833,C4
2019-02-18,622,C4
2019-02-17,698,C1
2019-02-16,391,C1
2019-02-15,47,C4
2019-02-14,274,C3
2019-02-13,701,C3
2019-02-12,875,C4
2019-02-11,263,C3
2019-02-10,227,C1
2019-02-09,187,C1
2019-02-08,424,C4
2019-02-07,601,C4
2019-02-06,998,C3
2019-02-05,749,C4
2019-02-04,335,C1
2019-02-03,620,C4
2019-02-02,361,C2
2019-02-01,315,C3
2019-01-31,357,C1
2019-01-30,339,C1
2019-01-29,366,C4
2019-01-28,680,C2
2019-01-27,865,C3
2019-01-26,995,C2
2019-01-25,356,C2
2019-01-24,401,C2
2019-01-23,271,C4
2019-01-22,792,C3
2019-01-21,836,C1
2019-01-20,200,C2
2019-01-19,484,C1
2019-01-18,29,C1
2019-01-17,360,C2
2019-01-16,485,C3
2019-01-15,600,C1
2019-01-14,790,C2
2019-01-13,739,C1
2019-01-12,302,C2
2019-01-11,443,C3
2019-01-10,21,C1
2019-01-09,861,C1
2019-01-08,755,C3
2019-01-07,615,C3
2019-01-06,640,C3
2019-01-05,153,C1
2019-01-04,37,C3
2019-01-03,794,C3
2019-01-02,284,C2
2019-01-01,481,C1
2018-12-31,197,C4
2018-12-30,686,C2
2018-12-29,93,C2
2018-12-28,696,C4
2018-12-27,130,C4
2018-12-26,168,C3
2018-12-25,176,C4
2018-12-24,941,C2
2018-12-23,605,C4
2018-12-22,503,C4
2018-12-21,500,C1
2018-12-20,585,C4
2018-12-19,213,C1
2018-12-18,490,C4
2018-12-17,473,C1
2018-12-16,300,C3
2018-12-15,660,C4
2018-12-14,328,C2
2018-12-13,985,C4
2018-12-12,797,C3
2018-12-11,276,C2
2018-12-10,429,C4
2018-12-09,557,C3
2018-12-08,211,C3
2018-12-07,386,C4
2018-12-06,433,C2
2018-12-05,267,C1
2018-12-04,264,C2
2018-12-03,642,C3
2018-12-02,589,C4
2018-12-01,533,C2
2018-11-30,349,C3
2018-11-29,475,C4
2018-11-28,959,C3
2018-11-27,817,C2
2018-11-26,124,C3
2018-11-25,330,C1
2018-11-24,287,C1
2018-11-23,578,C1
2018-11-22,350,C1
2018-11-21,377,C4
2018-11-20,823,C4
2018-11-19,176,C4
2018-11-18,985,C3
2018-11-17,357,C3
2018-11-16,317,C4
2018-11-15,982,C4
2018-11-14,340,C2
2018-11-13,536,C4
2018-11-12,53,C1
2018-11-11,400,C4
2018-11-10,116,C4
2018-11-09,550,C3
2018-11-08,163,C2
2018-11-07,513,C1
2018-11-06,265,C3
2018-11-05,734,C4
2018-11-04,85,C1
2018-11-03,147,C1
2018-11-02,282,C1
2018-11-01,779,C4
2018-10-31,441,C3
2018-10-30,534,C2
2018-10-29,778,C4
2018-10-28,172,C1
2018-10-27,187,C2
2018-10-26,612,C3
2018-10-25,178,C1
2018-10-24,114,C4
2018-10-23,506,C4
2018-10-22,999,C4
2018-10-21,79,C3
2018-10-20,695,C3
2018-10-19,144,C2
2018-10-18,949,C2
2018-10-17,957,C1
2018-10-16,111,C2
2018-10-15,880,C1
2018-10-14,610,C4
2018-10-13,252,C2
2018-10-12,318,C1
2018-10-11,698,C1
2018-10-10,351,C4
2018-10-09,586,C3
2018-10-08,224,C4
2018-10-07,708,C2
2018-10-06,229,C4
2018-10-05,386,C2
2018-10-04,280,C2
2018-10-03,365,C2
2018-10-02,301,C2
2018-10-01,825,C1
2018-09-30,524,C2
2018-09-29,41,C2
2018-09-28,861,C4
2018-09-27,179,C1
2018-09-26,610,C2
2018-09-25,755,C2
2018-09-24,292,C3
2018-09-23,827,C1
2018-09-22,347,C3
2018-09-21,33,C2
2018-09-20,564,C2
2018-09-19,36,C1
2018-09-18,113,C4
2018-09-17,957,C2
2018-09-16,866,C1
2018-09-15,149,C1
2018-09-14,81,C4
2018-09-13,316,C4
2018-09-12,681,C3
2018-09-11,974,C3
2018-09-10,622,C3
2018-09-09,459,C3
2018-09-08,911,C2
2018-09-07,989,C2
2018-09-06,974,C4
2018-09-05,468,C3
2018-09-04,122,C1
2018-09-03,968,C4
2018-09-02,715,C2
2018-09-01,620,C3
2018-08-31,842,C4
2018-08-30,694,C4
2018-08-29,984,C2
2018-08-28,441,C1
2018-08-27,515,C4
2018-08-26,744,C2
2018-08-25,134,C4
2018-08-24,992,C3
2018-08-23,793,C4
2018-08-22,817,C1
2018-08-21,410,C3
2018-08-20,747,C4
2018-08-19,506,C4
2018-08-18,832,C3
2018-08-17,843,C3
2018-08-16,807,C4
2018-08-15,325,C2
2018-08-14,161,C4
2018-08-13,650,C3
2018-08-12,737,C2
2018-08-11,399,C2
2018-08-10,837,C1
2018-08-09,324,C2
2018-08-08,423,C2
2018-08-07,728,C2
2018-08-06,946,C1
2018-08-05,243,C2
2018-08-04,928,C4
2018-08-03,510,C2
2018-08-02,570,C2
2018-08-01,745,C1
2018-07-31,68,C4
2018-07-30,468,C4
2018-07-29,663,C2
2018-07-28,111,C3
2018-07-27,526,C4
2018-07-26,701,C4
2018-07-25,301,C2
2018-07-24,651,C1
2018-07-23,730,C2
2018-07-22,586,C4
2018-07-21,206,C1
2018-07-20,950,C1
2018-07-19,159,C1
2018-07-18,809,C3
2018-07-17,48,C4
2018-07-16,285,C3
2018-07-15,234,C3
2018-07-14,698,C3
2018-07-13,742,C4
2018-07-12,74,C1
2018-07-11,17,C3
2018-07-10,882,C4
2018-07-09,347,C3
2018-07-08,86,C4
2018-07-07,437,C1
2018-07-06,396,C4
2018-07-05,98,C1
2018-07-04,610,C1
2018-07-03,285,C1
2018-07-02,296,C3
2018-07-01,34,C2
2018-06-30,230,C1
2018-06-29,280,C1
2018-06-28,377,C2
2018-06-27,732,C3
2018-06-26,361,C3
2018-06-25,194,C1
2018-06-24,239,C1
2018-06-23,394,C3
2018-06-22,757,C2
2018-06-21,88,C1
2018-06-20,428,C4
2018-06-19,664,C1
2018-06-18,822,C1
2018-06-17,74,C1
2018-06-16,661,C1
2018-06-15,622,C3
2018-06-14,321,C1
2018-06-13,858,C4
2018-06-12,430,C1
2018-06-11,24,C3
2018-06-10,822,C4
2018-06-09,644,C3
2018-06-08,466,C3
2018-06-07,832,C3
2018-06-06,892,C4
2018-06-05,329,C3
2018-06-04,727,C4
2018-06-03,111,C3
2018-06-02,768,C2
2018-06-01,381,C1
2018-05-31,64,C4
2018-05-30,597,C3
2018-05-29,647,C4
2018-05-28,435,C3
2018-05-27,139,C4
2018-05-26,274,C4
2018-05-25,252,C3
2018-05-24,658,C3
2018-05-23,97,C2
2018-05-22,371,C1
2018-05-21,208,C2
2018-05-20,862,C2
2018-05-19,180,C4
2018-05-18,182,C3
2018-05-17,504,C4
2018-05-16,751,C2
2018-05-15,59,C3
2018-05-14,178,C2
2018-05-13,428,C4
2018-05-12,374,C3
2018-05-11,328,C4
2018-05-10,869,C3
2018-05-09,463,C4
2018-05-08,538,C2
2018-05-07,77,C4
2018-05-06,708,C1
2018-05-05,209,C3
2018-05-04,970,C1
2018-05-03,604,C4
2018-05-02,203,C4
2018-05-01,89,C2
2018-04-30,21,C2
2018-04-29,928,C2
2018-04-28,133,C2
2018-04-27,782,C3
2018-04-26,636,C2
2018-04-25,790,C4
2018-04-24,327,C3
2018-04-23,296,C4
2018-04-22,722,C4
2018-04-21,332,C1
2018-04-20,688,C4
2018-04-19,281,C4
2018-04-18,452,C4
2018-04-17,627,C4
2018-04-16,56,C4
2018-04-15,745,C2
2018-04-14,808,C4
2018-04-13,818,C4
2018-04-12,47,C1
2018-04-11,447,C3
2018-04-10,173,C3
2018-04-09,943,C4
2018-04-08,231,C3
2018-04-07,160,C3
2018-04-06,243,C3
2018-04-05,623,C1
2018-04-04,328,C2
2018-04-03,197,C4
2018-04-02,314,C1
2018-04-01,171,C2
2018-03-31,21,C2
2018-03-30,759,C1
2018-03-29,738,C3
2018-03-28,506,C1
2018-03-27,687,C3
2018-03-26,217,C4
2018-03-25,356,C3
2018-03-24,705,C4
2018-03-23,498,C2
2018-03-22,535,C1
2018-03-21,683,C2
2018-03-20,103,C2
2018-03-19,922,C4
2018-03-18,470,C4
2018-03-17,611,C1
2018-03-16,147,C2
2018-03-15,731,C2
2018-03-14,144,C4
2018-03-13,815,C2
2018-03-12,816,C2
2018-03-11,261,C1
2018-03-10,463,C1
2018-03-09,370,C2
2018-03-08,571,C4
2018-03-07,614,C4
2018-03-06,208,C4
2018-03-05,598,C1
2018-03-04,838,C4
2018-03-03,148,C3
2018-03-02,593,C2
2018-03-01,104,C4
2018-02-28,524,C3
2018-02-27,834,C1
2018-02-26,517,C4
2018-02-25,984,C3
2018-02-24,200,C2
2018-02-23,53,C4
2018-02-22,103,C3
2018-02-21,987,C1
2018-02-20,558,C3
2018-02-19,930,C3
2018-02-18,851,C3
2018-02-17,271,C2
2018-02-16,938,C2
2018-02-15,318,C4
2018-02-14,625,C4
2018-02-13,373,C3
2018-02-12,787,C1
2018-02-11,139,C4
2018-02-10,122,C2
2018-02-09,925,C1
2018-02-08,652,C1
2018-02-07,517,C2
2018-02-06,726,C4
2018-02-05,490,C4
2018-02-04,51,C3
2018-02-03,982,C1
2018-02-02,612,C4
2018-02-01,876,C4
2018-01-31,583,C3
2018-01-30,418,C2
2018-01-29,578,C4
2018-01-28,669,C3
2018-01-27,910,C4
2018-01-26,865,C4
2018-01-25,940,C3
2018-01-24,60,C2
2018-01-23,514,C1
2018-01-22,611,C4
2018-01-21,996,C2
2018-01-20,57,C1
2018-01-19,61,C3
2018-01-18,890,C3
2018-01-17,682,C4
2018-01-16,676,C4
2018-01-15,824,C4
2018-01-14,345,C2
2018-01-13,769,C4
2018-01-12,731,C4
2018-01-11,670,C3
2018-01-10,439,C4
2018-01-09,970,C1
2018-01-08,454,C3
2018-01-07,927,C2
2018-01-06,194,C1
2018-01-05,786,C2
2018-01-04,603,C1
2018-01-03,934,C3
2018-01-02,818,C1
2018-01-01,552,C3
2017-12-31,913,C3
2017-12-30,811,C2
2017-12-29,788,C2
2017-12-28,976,C2
2017-12-27,420,C1
2017-12-26,839,C4
2017-12-25,296,C2
2017-12-24,729,C1
2017-12-23,501,C4
2017-12-22,179,C2
2017-12-21,143,C2
2017-12-20,637,C3
2017-12-19,437,C3
2017-12-18,586,C3
2017-12-17,351,C4
2017-12-16,635,C1
2017-12-15,409,C2
2017-12-14,543,C4
2017-12-13,864,C1
2017-12-12,320,C4
2017-12-11,563,C3
2017-12-10,772,C3
2017-12-09,396,C1
2017-12-08,816,C3
2017-12-07,86,C1
2017-12-06,369,C4
2017-12-05,941,C1
2017-12-04,473,C4
2017-12-03,961,C4
2017-12-02,276,C3
2017-12-01,33,C2
2017-11-30,63,C3
2017-11-29,734,C4
2017-11-28,565,C2
2017-11-27,176,C1
2017-11-26,602,C2
2017-11-25,739,C4
2017-11-24,635,C2
2017-11-23,343,C4
2017-11-22,113,C2
2017-11-21,26,C2
2017-11-20,28,C3
2017-11-19,449,C4
2017-11-18,204,C2
2017-11-17,127,C2
2017-11-16,815,C4
2017-11-15,716,C2
2017-11-14,782,C3
2017-11-13,273,C4
2017-11-12,889,C1
2017-11-11,970,C1
2017-11-10,224,C3
2017-11-09,447,C1
2017-11-08,150,C1
2017-11-07,662,C4
2017-11-06,951,C3
2017-11-05,291,C1
2017-11-04,58,C1
2017-11-03,13,C3
2017-11-02,259,C3
2017-11-01,335,C2
2017-10-31,237,C4
2017-10-30,406,C2
2017-10-29,929,C4
2017-10-28,753,C3
2017-10-27,741,C3
2017-10-26,431,C3
2017-10-25,40,C3
2017-10-24,921,C4
2017-10-23,234,C2
2017-10-22,186,C3
2017-10-21,540,C2
2017-10-20,876,C1
2017-10-19,89,C1
2017-10-18,848,C2
2017-10-17,133,C3
2017-10-16,956,C3
2017-10-15,969,C2
2017-10-14,628,C4
2017-10-13,746,C1
2017-10-12,251,C2
2017-10-11,147,C1
2017-10-10,282,C4
2017-10-09,725,C3
2017-10-08,475,C4
2017-10-07,710,C3
2017-10-06,968,C2
2017-10-05,668,C2
2017-10-04,502,C4
2017-10-03,26,C1
2017-10-02,512,C1
2017-10-01,383,C1
2017-09-30,471,C2
2017-09-29,444,C2
2017-09-28,237,C3
2017-09-27,488,C4
2017-09-26,465,C2
2017-09-25,26,C4
2017-09-24,286,C4
2017-09-23,883,C2
2017-09-22,254,C3
2017-09-21,24,C1
2017-09-20,202,C4
2017-09-19,81,C3
2017-09-18,260,C1
2017-09-17,996,C1
2017-09-16,617,C3
2017-09-15,362,C2
2017-09-14,502,C3
2017-09-13,13,C2
2017-09-12,270,C3
2017-09-11,371,C3
2017-09-10,573,C1
2017-09-09,168,C2
2017-09-08,321,C2
2017-09-07,186,C1
2017-09-06,405,C4
2017-09-05,17,C3
2017-09-04,516,C4
2017-09-03,569,C2
2017-09-02,609,C2
2017-09-01,918,C2
2017-08-31,973,C4
2017-08-30,979,C4
2017-08-29,526,C3
2017-08-28,193,C4
2017-08-27,433,C3
2017-08-26,503,C3
2017-08-25,613,C1
2017-08-24,868,C2
2017-08-23,399,C3
2017-08-22,241,C4
2017-08-21,483,C3
2017-08-20,725,C1
2017-08-19,116,C3
2017-08-18,453,C1
2017-08-17,708,C2
2017-08-16,734,C3
2017-08-15,694,C4
2017-08-14,591,C1
2017-08-13,128,C1
2017-08-12,829,C1
2017-08-11,971,C3
2017-08-10,871,C3
2017-08-09,247,C3
2017-08-08,285,C2
2017-08-07,149,C3
2017-08-06,521,C1
2017-08-05,229,C4
2017-08-04,968,C2
2017-08-03,779,C1
2017-08-02,634,C2
2017-08-01,332,C2
2017-07-31,764,C3
2017-07-30,147,C4
2017-07-29,557,C2
2017-07-28,737,C1
2017-07-27,49,C4
2017-07-26,652,C3
2017-07-25,640,C3
2017-07-24,310,C4
2017-07-23,455,C3
2017-07-22,208,C3
2017-07-21,453,C4
2017-07-20,843,C2
2017-07-19,230,C3
2017-07-18,575,C3
2017-07-17,154,C3
2017-07-16,820,C2
2017-07-15,329,C4
2017-07-14,977,C4
2017-07-13,185,C3
2017-07-12,232,C3
2017-07-11,26,C4
2017-07-10,623,C2
2017-07-09,103,C2
2017-07-08,608,C1
2017-07-07,668,C1
2017-07-06,946,C1
2017-07-05,767,C3
2017-07-04,209,C1
2017-07-03,864,C3
2017-07-02,819,C3
2017-07-01,48,C3
2017-06-30,851,C3
2017-06-29,728,C1
2017-06-28,50,C1
2017-06-27,110,C2
2017-06-26,60,C3
2017-06-25,413,C2
2017-06-24,727,C1
2017-06-23,499,C2
2017-06-22,337,C3
2017-06-21,74,C3
2017-06-20,813,C1
2017-06-19,377,C1
2017-06-18,992,C1
2017-06-17,42,C2
2017-06-16,76,C4
2017-06-15,124,C1
2017-06-14,325,C3
2017-06-13,216,C3
2017-06-12,510,C4
2017-06-11,761,C2
2017-06-10,476,C4
2017-06-09,933,C2
2017-06-08,763,C1
2017-06-07,136,C2
2017-06-06,308,C1
2017-06-05,541,C3
2017-06-04,935,C2
2017-06-03,583,C2
2017-06-02,746,C3
2017-06-01,357,C4
2017-05-31,774,C3
2017-05-30,450,C1
2017-05-29,90,C3
2017-05-28,639,C2
2017-05-27,455,C1
2017-05-26,542,C4
2017-05-25,477,C4
2017-05-24,260,C1
2017-05-23,933,C4
2017-05-22,415,C2
2017-05-21,600,C4
2017-05-20,788,C1
2017-05-19,369,C1
2017-05-18,565,C2
2017-05-17,273,C3
2017-05-16,814,C1
2017-05-15,242,C1
2017-05-14,609,C1
2017-05-13,915,C4
2017-05-12,515,C1
2017-05-11,155,C4
2017-05-10,34,C1
2017-05-09,350,C3
2017-05-08,376,C4
2017-05-07,762,C3
2017-05-06,744,C3
2017-05-05,326,C2
2017-05-04,944,C1
2017-05-03,257,C3
2017-05-02,12,C4
2017-05-01,122,C2
2017-04-30,549,C1
2017-04-29,454,C1
2017-04-28,859,C3
2017-04-27,884,C1
2017-04-26,358,C2
2017-04-25,826,C1
2017-04-24,310,C3
2017-04-23,398,C3
2017-04-22,189,C3
2017-04-21,803,C1
2017-04-20,514,C4
2017-04-19,950,C3
2017-04-18,189,C3
2017-04-17,315,C4
2017-04-16,668,C1
2017-04-15,335,C3
2017-04-14,281,C1
2017-04-13,652,C3
2017-04-12,120,C1
2017-04-11,465,C2
2017-04-10,863,C1
2017-04-09,921,C2
2017-04-08,26,C1
2017-04-07,544,C1
2017-04-06,852,C2
2017-04-05,632,C2
2017-04-04,985,C4
2017-04-03,457,C2
2017-04-02,626,C1
2017-04-01,255,C4
2017-03-31,151,C2
2017-03-30,309,C3
2017-03-29,822,C1
2017-03-28,383,C4
2017-03-27,505,C4
2017-03-26,482,C2
2017-03-25,919,C2
2017-03-24,897,C3
2017-03-23,502,C1
2017-03-22,797,C2
2017-03-21,120,C3
2017-03-20,866,C3
2017-03-19,738,C2
2017-03-18,125,C1
2017-03-17,928,C1
2017-03-16,153,C3
2017-03-15,541,C4
2017-03-14,620,C2
2017-03-13,714,C1
2017-03-12,699,C2
2017-03-11,533,C1
2017-03-10,426,C1
2017-03-09,868,C3
2017-03-08,344,C3
2017-03-07,129,C3
2017-03-06,715,C3
2017-03-05,67,C4
2017-03-04,326,C4
2017-03-03,794,C3
2017-03-02,712,C2
2017-03-01,997,C3
2017-02-28,190,C4
2017-02-27,81,C1
2017-02-26,464,C2
2017-02-25,717,C2
2017-02-24,15,C3
2017-02-23,940,C3
2017-02-22,972,C1
2017-02-21,996,C1
2017-02-20,458,C2
2017-02-19,678,C4
2017-02-18,890,C2
2017-02-17,812,C1
2017-02-16,55,C1
2017-02-15,422,C1
2017-02-14,195,C3
2017-02-13,431,C2
2017-02-12,824,C4
2017-02-11,422,C2
2017-02-10,816,C4
2017-02-09,940,C2
2017-02-08,802,C3
2017-02-07,287,C2
2017-02-06,161,C1
2017-02-05,506,C3
2017-02-04,752,C1
2017-02-03,887,C4
2017-02-02,822,C1
2017-02-01,318,C3
2017-01-31,348,C2
2017-01-30,296,C3
2017-01-29,452,C1
2017-01-28,141,C1
2017-01-27,601,C4
2017-01-26,661,C3
2017-01-25,630,C2
2017-01-24,317,C3
2017-01-23,951,C3
2017-01-22,904,C3
2017-01-21,405,C1
2017-01-20,462,C1
2017-01-19,683,C3
2017-01-18,884,C1
2017-01-17,340,C3
2017-01-16,180,C4
2017-01-15,716,C1
2017-01-14,650,C3
2017-01-13,229,C2
2017-01-12,65,C3
2017-01-11,735,C2
2017-01-10,367,C2
2017-01-09,987,C4
2017-01-08,706,C2
2017-01-07,660,C1
2017-01-06,157,C3
2017-01-05,53,C3
2017-01-04,598,C3
2017-01-03,420,C2
2017-01-02,398,C4
2017-01-01,561,C2
2016-12-31,978,C3
2016-12-30,101,C1
2016-12-29,989,C3
2016-12-28,856,C3
2016-12-27,268,C3
2016-12-26,344,C4
2016-12-25,498,C2
2016-12-24,275,C4
2016-12-23,663,C3
2016-12-22,605,C4
2016-12-21,354,C3
2016-12-20,658,C1
2016-12-19,94,C1
2016-12-18,545,C3
2016-12-17,447,C3
2016-12-16,946,C4
2016-12-15,24,C1
2016-12-14,646,C1
2016-12-13,851,C2
2016-12-12,736,C4
2016-12-11,650,C2
2016-12-10,463,C2
2016-12-09,781,C2
2016-12-08,853,C4
2016-12-07,501,C3
2016-12-06,917,C3
2016-12-05,893,C3
2016-12-04,285,C3
2016-12-03,686,C2
2016-12-02,243,C3
2016-12-01,663,C2
2016-11-30,675,C2
2016-11-29,805,C1
2016-11-28,213,C4
2016-11-27,504,C3
2016-11-26,768,C2
2016-11-25,759,C2
2016-11-24,251,C3
2016-11-23,340,C3
2016-11-22,728,C3
2016-11-21,263,C2
2016-11-20,864,C4
2016-11-19,127,C3
2016-11-18,399,C4
2016-11-17,830,C2
2016-11-16,649,C3
2016-11-15,123,C2
2016-11-14,632,C3
2016-11-13,236,C3
2016-11-12,858,C2
2016-11-11,587,C1
2016-11-10,532,C2
2016-11-09,95,C3
2016-11-08,832,C2
2016-11-07,623,C1
2016-11-06,332,C1
2016-11-05,977,C2
2016-11-04,138,C2
2016-11-03,255,C3
2016-11-02,822,C4
2016-11-01,454,C3
2016-10-31,780,C3
2016-10-30,29,C3
2016-10-29,571,C2
2016-10-28,628,C1
2016-10-27,490,C3
2016-10-26,661,C3
2016-10-25,587,C3
2016-10-24,494,C3
2016-10-23,978,C1
2016-10-22,331,C1
2016-10-21,881,C4
2016-10-20,727,C1
2016-10-19,467,C2
2016-10-18,745,C4
2016-10-17,303,C3
2016-10-16,919,C3
2016-10-15,233,C2
2016-10-14,101,C3
2016-10-13,254,C4
2016-10-12,147,C3
2016-10-11,597,C4
2016-10-10,200,C4
2016-10-09,468,C4
2016-10-08,429,C4
2016-10-07,246,C4
2016-10-06,314,C4
2016-10-05,488,C3
2016-10-04,43,C3
2016-10-03,154,C1
2016-10-02,58,C2
2016-10-01,53,C2
2016-09-30,849,C2
2016-09-29,249,C1
2016-09-28,258,C2
2016-09-27,175,C1
2016-09-26,669,C3
2016-09-25,766,C1
2016-09-24,464,C2
2016-09-23,67,C4
2016-09-22,584,C4
2016-09-21,665,C3
2016-09-20,297,C3
2016-09-19,29,C2
2016-09-18,964,C4
2016-09-17,984,C1
2016-09-16,772,C3
2016-09-15,615,C3
2016-09-14,268,C4
2016-09-13,701,C3
2016-09-12,973,C2
2016-09-11,26,C1
2016-09-10,503,C4
2016-09-09,229,C1
2016-09-08,705,C1
2016-09-07,318,C3
2016-09-06,81,C1
2016-09-05,900,C2
2016-09-04,748,C1
2016-09-03,591,C2
2016-09-02,102,C4
2016-09-01,309,C3
2016-08-31,542,C2
2016-08-30,227,C2
2016-08-29,153,C1
2016-08-28,632,C1
2016-08-27,981,C1
2016-08-26,137,C3
2016-08-25,101,C3
2016-08-24,501,C3
2016-08-23,533,C3
2016-08-22,687,C3
2016-08-21,530,C1
2016-08-20,882,C4
2016-08-19,231,C1
2016-08-18,964,C2
2016-08-17,661,C4
2016-08-16,290,C2
2016-08-15,392,C4
2016-08-14,174,C4
2016-08-13,770,C3
2016-08-12,766,C1
2016-08-11,222,C1
2016-08-10,808,C2
2016-08-09,865,C3
2016-08-08,778,C2
2016-08-07,639,C3
2016-08-06,563,C4
2016-08-05,302,C2
2016-08-04,555,C4
2016-08-03,143,C1
2016-08-02,160,C1
2016-08-01,170,C3
2016-07-31,395,C2
2016-07-30,262,C2
2016-07-29,504,C3
2016-07-28,617,C3
2016-07-27,285,C4
2016-07-26,867,C2
2016-07-25,539,C1
2016-07-24,468,C4
2016-07-23,221,C4
2016-07-22,67,C1
2016-07-21,32,C3
2016-07-20,309,C2
2016-07-19,217,C3
2016-07-18,106,C1
2016-07-17,111,C2
2016-07-16,684,C2
2016-07-15,486,C4
2016-07-14,712,C4
2016-07-13,917,C1
2016-07-12,146,C2
2016-07-11,88,C4
2016-07-10,250,C4
2016-07-09,120,C4
2016-07-08,191,C3
2016-07-07,864,C1
2016-07-06,146,C4
2016-07-05,211,C2
2016-07-04,413,C2
2016-07-03,507,C3
2016-07-02,208,C1
2016-07-01,411,C2
2016-06-30,977,C1
2016-06-29,513,C1
2016-06-28,240,C2
2016-06-27,116,C1
2016-06-26,960,C4
2016-06-25,836,C3
2016-06-24,806,C1
2016-06-23,991,C4
2016-06-22,720,C1
2016-06-21,448,C1
2016-06-20,378,C3
2016-06-19,393,C1
2016-06-18,736,C3
2016-06-17,201,C2
2016-06-16,674,C3
2016-06-15,104,C3
2016-06-14,274,C1
2016-06-13,878,C1
2016-06-12,583,C4
2016-06-11,669,C3
2016-06-10,944,C3
2016-06-09,428,C1
2016-06-08,245,C2
2016-06-07,196,C1
2016-06-06,313,C3
2016-06-05,744,C4
2016-06-04,160,C2
2016-06-03,738,C3
2016-06-02,867,C3
2016-06-01,898,C3
2016-05-31,839,C4
2016-05-30,587,C1
2016-05-29,447,C1
2016-05-28,577,C2
2016-05-27,998,C3
2016-05-26,541,C4
2016-05-25,775,C3
2016-05-24,257,C3
2016-05-23,75,C1
2016-05-22,373,C3
2016-05-21,141,C1
2016-05-20,735,C1
2016-05-19,478,C2
2016-05-18,239,C2
2016-05-17,855,C4
2016-05-16,780,C4
2016-05-15,971,C1
2016-05-14,301,C2
2016-05-13,52,C4
2016-05-12,14,C4
2016-05-11,609,C4
2016-05-10,404,C1
2016-05-09,864,C2
2016-05-08,382,C3
2016-05-07,144,C1
2016-05-06,287,C2
2016-05-05,416,C2
2016-05-04,638,C4
2016-05-03,624,C4
2016-05-02,220,C3
2016-05-01,653,C3
2016-04-30,97,C2
2016-04-29,78,C1
2016-04-28,366,C2
2016-04-27,325,C1
2016-04-26,331,C1
2016-04-25,432,C1
2016-04-24,776,C2
2016-04-23,953,C4
2016-04-22,581,C2
2016-04-21,701,C4
2016-04-20,747,C4
2016-04-19,719,C1
2016-04-18,408,C2
2016-04-17,206,C2
2016-04-16,611,C2
2016-04-15,941,C2
2016-04-14,263,C1
2016-04-13,668,C2
2016-04-12,160,C1
2016-04-11,659,C3
2016-04-10,21,C2
2016-04-09,784,C4
2016-04-08,412,C3
2016-04-07,689,C3
2016-04-06,775,C4
2016-04-05,982,C2
2016-04-04,793,C3
2016-04-03,393,C3
2016-04-02,147,C2
2016-04-01,953,C2
2016-03-31,266,C1
2016-03-30,706,C4
2016-03-29,762,C4
2016-03-28,298,C3
2016-03-27,184,C3
2016-03-26,542,C4
2016-03-25,932,C3
2016-03-24,423,C2
2016-03-23,543,C2
2016-03-22,120,C1
2016-03-21,66,C4
2016-03-20,912,C1
2016-03-19,315,C3
2016-03-18,646,C4
2016-03-17,223,C1
2016-03-16,63,C1
2016-03-15,90,C3
2016-03-14,708,C1
2016-03-13,226,C4
2016-03-12,241,C3
2016-03-11,957,C3
2016-03-10,952,C3
2016-03-09,321,C1
2016-03-08,48,C3
2016-03-07,446,C2
2016-03-06,247,C3
2016-03-05,835,C4
2016-03-04,479,C2
2016-03-03,408,C1
2016-03-02,410,C1
2016-03-01,506,C2
2016-02-29,224,C3
2016-02-28,708,C1
2016-02-27,549,C4
2016-02-26,243,C1
2016-02-25,36,C2
2016-02-24,733,C2
2016-02-23,478,C3
2016-02-22,976,C1
